id,page_id,block_id,column_id,width
7,5,3,0,50.000000000000000000000000000000
8,5,3,1,50.000000000000000000000000000000
9,6,1,0,50.000000000000000000000000000000
10,6,1,1,50.000000000000000000000000000000
